Date,Category,Desc,Addr,Lat,Long,Tract
090102,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/DRUGS,FONTAINE ST&SHONE AV,37.770382,-122.155538,409800
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,ACALANES DR&BERGEDO DR,37.730046,-122.174952,409200
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,ACALANES DR&BERGEDO DR,37.730046,-122.174952,409200
090102,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/0.08 PERCENT,6051 MONROE AVE,37.840735,-122.246707,404300
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,NB HIGH OFFRP ST & NB I880,37.7624,-122.213,407300
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,NB HIGH OFFRP ST & NB I880,37.7624,-122.213,407300
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,8300 HILLSIDE ST,37.760669,-122.166647,409700
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,8300 HILLSIDE ST,37.760669,-122.166647,409700
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,768 59TH ST,37.844608,-122.269942,400700
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,3400 LOUISE ST,37.825714,-122.28514,401700
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,3400 LOUISE ST,37.825714,-122.28514,401700
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,3400 LOUISE ST,37.825714,-122.28514,401700
090102,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,2500 Foothill Blvd,37.784708,-122.230579,406201
090102,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,WEST ST & APGAR ST,37.8286,-122.2714,401000
090102,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,WEST ST & APGAR ST,37.8286,-122.2714,401000
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,9300 MACARTHUR BLVD,37.754357,-122.160825,409800
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,9300 MACARTHUR BLVD,37.754357,-122.160825,409800
090102,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,6500 SHATTUCK AV,37.850505,-122.265561,400500
090102,DRUG ABUSE VIOLATION - SALE/MANUFACTURING OTHER,TRANSPORT/SELL NARCOTIC/CONTROLLED SUBSTANCE,CENTER ST & 15TH ST,37.811859,-122.292607,402200
090102,DRUG ABUSE VIOLATION - SALE/MANUFACTURING OTHER,TRANSPORT/SELL NARCOTIC/CONTROLLED SUBSTANCE,CENTER ST & 15TH ST,37.811859,-122.292607,402200
090102,DRUG ABUSE VIOLATION - SALE/MANUFACTURING OTHER,KEEP PLACE TO SELL/ETC NARCOTIC CNTL SUBSTANCE,624 APGAR ST,37.828185,-122.26842,401000
090102,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,3200 FILBERT ST,37.823031,-122.277729,401500
090102,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,1300 71ST AV,37.759475,-122.189323,408800
090102,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,1300 71ST AV,37.759475,-122.189323,408800
090103,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/DRUGS,13TH ST&FALLON ST,37.799889,-122.262186,403400
090103,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,1500 90TH AV,37.749899,-122.172882,409600
090103,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,1500 90TH AV,37.749899,-122.172882,409600
090103,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,1500 90TH AV,37.749899,-122.172882,409600
090103,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,1547 14TH AV,37.790644,-122.244967,405902
090103,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,1440 7TH ST,37.805323,-122.294645,402200
090103,DRIVING UNDER THE INFLUENCE,POSS MARIJUANA W/DRIVING,2600 73rd Ave,37.766876,-122.175415,408400
090103,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,3700 Martin Luther King Jr Way,37.826308,-122.269214,401000
090103,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,3700 Martin Luther King Jr Way,37.826308,-122.269214,401000
090103,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,3700 Martin Luther King Jr Way,37.826308,-122.269214,401000
090103,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,ARTHUR ST & 65TH AV,37.768788,-122.185547,408700
090103,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,ARTHUR ST & 65TH AV,37.768788,-122.185547,408700
090103,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,W GRAND AV & MARKET ST,37.814497,-122.278639,402700
090103,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS HYPODERMIC NEEDLE/SYRINGE,1101 65th Ave,37.760416,-122.198281,408800
090103,DRUG ABUSE VIOLATION - SALE/MANUFACTURING OTHER,TRANSPORT/SELL NARCOTIC/CONTROLLED SUBSTANCE,879 MEAD STREET,37.815763,-122.277238,401600
090103,DRUG ABUSE VIOLATION - SALE/MANUFACTURING OTHER,TRANSPORT/SELL NARCOTIC/CONTROLLED SUBSTANCE,879 MEAD STREET,37.815763,-122.277238,401600
090104,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,500 57TH ST,37.84311,-122.261518,400400
090104,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,500 57TH ST,37.84311,-122.261518,400400
090104,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,500 57TH ST,37.84311,-122.261518,400400
090104,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,3800 LUSK ST,37.828731,-122.272391,401000
090104,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,3700 SAN PABLO AV,37.828093,-122.278535,425104
090104,DRUG ABUSE VIOLATION - POSSESSION OF OPIUM OR COCAINE,POSSESS/PURCHASE COCAINE BASE FOR SALE,8300 Bancroft Ave,37.759248,-122.169683,409700
090104,DRUG ABUSE VIOLATION - POSSESSION OF OPIUM OR COCAINE,POSSESS/PURCHASE COCAINE BASE FOR SALE,8300 Bancroft Ave,37.759248,-122.169683,409700
090105,DRIVING UNDER THE INFLUENCE,POSS MARIJUANA W/DRIVING,2000 38th Ave,37.780257,-122.214904,407102
090105,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,1100 CHESTER ST,37.809027,-122.294683,402200
090105,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,2200 San Pablo Ave,37.812841,-122.27386,401400
090105,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,2200 San Pablo Ave,37.812841,-122.27386,401400
090105,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,3800 Howe St,37.824667,-122.256242,404000
090106,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,9904 WALNUT ST,37.744183,-122.167175,410300
090106,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,9904 WALNUT ST,37.744183,-122.167175,410300
090106,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/DRUGS,VICKSBURG AV & BANCROFT AV,37.771775,-122.203114,407400
090106,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,952 72ND AV,37.755618,-122.193719,408800
090106,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,2500 MARKET ST,37.816975,-122.277378,401600
090106,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,2500 MARKET ST,37.816975,-122.277378,401600
090106,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,2500 MARKET ST,37.816975,-122.277378,401600
090106,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,9400 C ST,37.745282,-122.176627,409400
090106,DRUG ABUSE VIOLATION - POSSESSION OF OPIUM OR COCAINE,POSSESS/PURCHASE COCAINE BASE FOR SALE,3000 23RD AV,37.796494,-122.225704,406400
090106,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,6200 FOOTHILL BLVD,37.771113,-122.186637,408700
090106,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE,3600 PATTERSON AV,37.791101,-122.19815,406900
090106,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,800 W Grand Ave,37.813526,-122.275833,401600
090106,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,5931 Bromley Ave,37.767029,-122.196326,408700
090107,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,550 6TH STREET,37.800317,-122.277342,403100
090107,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/DRUGS,UNION ST & 30TH ST,37.822511,-122.283802,401500
090106,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,45TH& INTERNATIONAL,37.771434,-122.212918,407300
090107,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,1900 22ND AV,37.787907,-122.234379,405901
090107,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE,1100 KIRKHAM CT,37.807093,-122.291444,410500
090107,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,4100 MARKET ST,37.83157,-122.27362,401000
090107,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,1350 7th St,37.804778,-122.292126,410500
090107,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,1350 7th St,37.804778,-122.292126,410500
090107,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,1229 66TH AV,37.760395,-122.196061,408800
090108,DRUG ABUSE VIOLATION - POSSESSION OF OPIUM OR COCAINE,POSSESS/PURCHASE COCAINE BASE FOR SALE,3655 WEST ST,37.826516,-122.272254,401000
090108,DRUG ABUSE VIOLATION - POSSESSION OF OPIUM OR COCAINE,POSSESS/PURCHASE COCAINE BASE FOR SALE,14TH ST&BROADWAY,37.804309,-122.271169,403000
090109,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,100 STANLEY PL,37.819384,-122.255366,403501
090109,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,1300 87th Ave,37.751005,-122.177648,409500
090109,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,1600 8TH ST,37.807073,-122.297439,402200
090109,DRIVING UNDER THE INFLUENCE,POSS MARIJUANA W/DRIVING,1300 Fruitvale Ave,37.777081,-122.226026,406100
090109,DRIVING UNDER THE INFLUENCE,DUI:ALCOHOL/DRUGS,MACARTHUR BLVD&MAYBELLE AV,37.788518,-122.195864,406900
090109,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/DRUGS,E 11TH ST&23RD AV,37.780018,-122.2372,406000
090109,DRUG ABUSE VIOLATION - SALE/MANUFACTURING OTHER,POSSESS CONTROLLED SUBSTANCE FOR SALE,2338 INTERNATIONAL BLVD,37.783227,-122.234822,406201
090109,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,2800 SAN PABLO AV,37.818643,-122.275479,401400
090109,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,2800 SAN PABLO AV,37.818643,-122.275479,401400
090109,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,2800 SAN PABLO AV,37.818643,-122.275479,401400
090109,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/DRUGS,3014 E 19TH ST,37.783411,-122.224097,406202
090109,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/DRUGS,3014 E 19TH ST,37.783411,-122.224097,406202
090109,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/DRUGS,3014 E 19TH ST,37.783411,-122.224097,406202
090110,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/DRUGS,4000 QUIGLEY ST,37.789273,-122.199136,407000
090110,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,800 MILTON ST,37.817253,-122.275507,401400
090110,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/DRUGS,16TH ST&CAMPBELL ST,37.813352,-122.294151,401700
090110,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,1700 96th Ave,37.747278,-122.168202,410300
090110,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,1700 96th Ave,37.747278,-122.168202,410300
090110,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,2400 HIGHLAND AV,37.791539,-122.229934,405800
090110,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS HYPODERMIC NEEDLE/SYRINGE,8319 A ST,37.753528,-122.180046,409500
090110,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS HYPODERMIC NEEDLE/SYRINGE,8319 A ST,37.753528,-122.180046,409500
090110,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS HYPODERMIC NEEDLE/SYRINGE,8319 A ST,37.753528,-122.180046,409500
090110,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS HYPODERMIC NEEDLE/SYRINGE,8319 A ST,37.753528,-122.180046,409500
090110,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS HYPODERMIC NEEDLE/SYRINGE,8319 A ST,37.753528,-122.180046,409500
090110,DRUG ABUSE VIOLATION - SALE/MANUFACTURING OTHER,POSSESS CONTROLLED SUBSTANCE FOR SALE,2237 62nd Ave,37.767655,-122.191997,408700
090110,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,BIRCH ST & 104TH AV,37.741538,-122.162103,410400
090110,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,BIRCH ST & 104TH AV,37.741538,-122.162103,410400
090110,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,BIRCH ST & 104TH AV,37.741538,-122.162103,410400
090110,DRUG ABUSE VIOLATION - POSSESSION OF OPIUM OR COCAINE,POSSESS/PURCHASE COCAINE BASE FOR SALE,2200 84th Ave,37.758469,-122.169112,409700
090110,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,8301 INTERNATIONAL BLVD,37.754578,-122.178509,409500
090110,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,8301 INTERNATIONAL BLVD,37.754578,-122.178509,409500
090111,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,5471 FOOTHILL BLVD,37.772336,-122.196699,407500
090111,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,5471 FOOTHILL BLVD,37.772336,-122.196699,407500
090111,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS HYPODERMIC NEEDLE/SYRINGE,SAN LEANDRO ST & 39TH AV,37.772276,-122.220588,406100
090111,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS HYPODERMIC NEEDLE/SYRINGE,SAN LEANDRO ST & 39TH AV,37.772276,-122.220588,406100
090111,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/PRIOR,6400 SAN PABLO AV,37.84729,-122.284717,400800
090111,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,3000 SEMINARY AV,37.774406,-122.186097,408700
090111,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,3000 SEMINARY AV,37.774406,-122.186097,408700
090111,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,900 10TH ST,37.8055,-122.281964,402600
090111,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/DRUGS,1400 MACARTHUR BLVD,37.801573,-122.228554,404900
090112,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/0.08 PERCENT,WEBSTER ST & 24TH ST,37.813288,-122.264905,403501
090112,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,PLANT/CULTIVATE/ETC MARIJUANA/HASHISH,2208 48TH AV,37.77626,-122.204612,407600
090112,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,3200 E 27TH ST,37.789527,-122.217779,406500
090112,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,2500 SAN PABLO AV,37.815425,-122.274758,401400
090112,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,2500 SAN PABLO AV,37.815425,-122.274758,401400
090112,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/0.08 PERCENT,425 HESTER ST,37.722476,-122.19229,432400
090112,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/0.08 PERCENT,HARRISON ST & 12TH ST,37.801543,-122.26846,403000
090112,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,864 MEAD AV,37.816356,-122.276973,401600
090112,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,864 MEAD AV,37.816356,-122.276973,401600
090112,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,864 MEAD AV,37.816356,-122.276973,401600
090112,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,864 MEAD AV,37.816356,-122.276973,401600
090113,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE,5700 San Pablo Ave,37.840401,-122.282746,400900
090113,DRUG ABUSE VIOLATION - SALE/MANUFACTURING MARIJUANA,SELL/FURNISH/ETC MARIJUANA/HASHISH,1800 88TH AV,37.752936,-122.171161,409600
090113,DRUG ABUSE VIOLATION - SALE/MANUFACTURING MARIJUANA,SELL/FURNISH/ETC MARIJUANA/HASHISH,1800 88TH AV,37.752936,-122.171161,409600
090113,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,1900 89th Ave,37.75268,-122.169744,409600
090114,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,HIGH ST&INTERNATIONAL BLVD,37.772349,-122.214847,406100
090114,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,W GRAND AV & MARKET ST,37.814497,-122.278639,402700
090114,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,W GRAND AV & MARKET ST,37.814497,-122.278639,402700
090114,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,5460 BANCROFT AV,37.772031,-122.198757,407500
090114,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS NARCOTIC CONTROLLED SUBSTANCE,656 DOUGLAS AV,37.734747,-122.180963,409100
090114,DRIVING UNDER THE INFLUENCE,DUI ALCOHOL/DRUGS,900 37TH AV,37.772627,-122.222906,406100
090114,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,2520 10TH AV,37.799282,-122.239021,405600
090114,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,2520 10TH AV,37.799282,-122.239021,405600
090114,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,2520 10TH AV,37.799282,-122.239021,405600
090115,DRUG ABUSE VIOLATION - POSSESSION OF OPIUM OR COCAINE,POSSESS/PURCHASE COCAINE BASE FOR SALE,7979 MACARTHUR BLVD,37.763983,-122.166519,408400
090115,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,1736 TELEGRAPH AV,37.807114,-122.270114,402800
090115,DRUG ABUSE VIOLATION - POSSESSION OF MARIJUANA,POSSESS MARIJUANA/HASHISH FOR SALE,1736 TELEGRAPH AV,37.807114,-122.270114,402800
090115,DRUG ABUSE VIOLATION - POSSESSION OF OTHER,POSSESS HYPODERMIC NEEDLE/SYRINGE,8714 BIRCH ST,37.753745,-122.170427,409600
